,X_-TACT_TIME_mean,X_-CONVEYOR_SPEED_mean,PUMP_high,PUMP_low,CLN1_over-etching-ratio,CLN1_EPT_time,clean_count,EPT_clean_count_ratio,NH3_TREAT_-RF_FREQ-max,NH3_TREAT_-RF_FREQ-range,NH3_TREAT_-RF_FREQ-mean,NP_3_-MFC_VOL_SIH4-range,VENT_high,VENT_low,Output
15460,165,3600,28689.2,13317.64,0.012491325,12969,7,1852.714286,13970,437,13652.1818,1,16140.16,7724.23,0.63383824
3491,150,3150,75242.06667,10298.96667,0.008418521,9978,3,3326.0,13976,450,13638.5,1,18123.71875,6925.177778,0.50320876
39810,140,2650,37656.14,11009.25,0.00673989,12018,7,1716.857143,13994,456,13643.2308,1,18046.5,8552.877778,0.7208462
27973,170,3150,38064.17143,9122.5875,0.001617749,12981,4,3245.25,13967,505,13618.7692,1,15165.36667,5954.885714,0.5700828
3506,150,3150,70175.43333,12358.76,0.008418521,9978,8,1247.25,13958,433,13633.25,1,17030.78667,6636.616667,0.5086558
6322,160,2650,44356.8,10813.92,0.00149611,10026,6,1671.0,13980,450,13654.2727,1,19300.73077,8034.975,0.68252766
10712,150,3150,32623.75,12039.14,0.008092486,12975,3,4325.0,13985,451,13646.75,1,18321.11538,6481.241667,0.41466486
13047,150,3150,44583.53333,10844.37143,0.001615509,12999,3,4333.0,13965,441,13634.25,1,16060.74118,5716.346154,0.85998833
17661,150,3150,31956.78333,10425.8,0.000461787,12993,3,4331.0,13968,488,13602.0,1,15586.84375,7271.42,0.8953972
630,90,3150,56561.24,10920.45714,0.001498801,10008,5,2001.6,13994,454,13655.5,1,15918.875,8434.5,0.8692774
31800,145,3150,44712.86667,12145.7,0.000497018,12072,8,1509.0,13996,467,13636.7692,1,16291.34375,6481.244444,0.7811833
27997,170,3150,38143.4,11719.52,0.002735638,12063,3,4021.0,13993,463,13645.75,1,17982.59375,6019.58,0.78148204
5726,150,3150,37771.775,11719.5,0.012323414,9981,7,1425.857143,13975,454,13634.5,1,19089.06,6865.988889,0.37246025
11095,150,3150,46645.56667,9289.0625,0.000898204,10020,5,2004.0,13967,453,13596.3636,1,15714.66667,8079.366667,0.70407397
4576,150,3150,30909.28,10539.95714,0.00270108,9996,5,1999.2,13986,451,13665.8571,1,16128.90588,5384.128571,0.7418216
16776,165,4200,26740.76667,10787.26667,0.012223247,13008,2,6504.0,13966,433,13640.3846,1,16401.20588,8493.677778,0.65193343
4789,150,3150,39872.12857,9855.05,0.000600781,9987,2,4993.5,13955,469,13571.2727,1,14897.74118,8523.290909,0.697174
35042,140,2650,36712.86,10354.475,0.003248376,12006,5,2401.2,13989,475,13586.2,1,17585.82667,8493.688889,0.74495745
4854,150,3150,36833.84,9222.4625,0.000897935,10023,2,5011.5,13966,447,13632.4167,1,15445.7125,8547.5,0.49499434
36452,140,3150,51276.8,11932.6,0.000499875,12003,2,6001.5,13972,447,13662.5385,1,17543.2,5779.85,0.79500973
27538,160,3150,30692.16667,9855.05,0.010844485,13002,7,1857.428571,13978,439,13656.6667,1,17429.8875,5840.735714,0.68246454
21139,165,4200,40257.18,12784.94,0.001148106,13065,5,2613.0,13978,451,13665.7692,1,16386.92,8878.411111,0.57952476
25702,170,3150,40856.5,10425.8,0.000921659,13020,3,4340.0,13938,403,13628.0,1,15062.5875,5327.05,0.462591
31443,145,3150,67689.53333,11419.875,0.011300854,11946,2,5973.0,13989,459,13672.3846,1,17465.93333,7361.018182,0.4813137
19267,150,3150,36117.0375,10425.81429,0.0025369,13008,2,6504.0,13973,451,13627.5385,1,14979.60625,5982.692308,0.77905256
18266,165,4200,42246.02,12198.94,0.004138883,13047,2,6523.5,13982,453,13606.8333,1,16248.08571,6392.469231,0.7184169
22394,170,3150,49776.83333,11826.04,0.005236908,12030,3,4010.0,13957,430,13636.5,1,16194.08125,6459.05,0.62756324
18750,165,4200,31650.01667,12625.12,0.006218333,13026,2,6513.0,13964,431,13642.5833,1,15878.3,7963.94,0.7251929
17675,145,2650,30746.91667,11947.81429,0.006915629,13014,3,4338.0,13989,450,13661.7273,1,19551.03846,8345.722222,0.8760214
10883,150,3150,76051.63333,11772.8,0.007385183,12999,6,2166.5,13983,458,13630.6923,1,17281.21333,6540.433333,0.5087491
24683,170,3150,44937.2,12092.42,0.00100025,11997,2,5998.5,13971,443,13664.3077,1,17959.26667,6681.016667,0.41554022
3704,150,3150,52449.73333,10920.47143,0.00209958,10002,3,3334.0,13952,414,13678.6,1,16699.37333,8138.555556,0.50499386
11348,150,3150,42294.73333,10730.21429,0.003594967,10014,4,2503.5,13953,437,13625.25,1,14737.725,5839.276923,0.7428326
15237,150,3150,48681.8,9810.65,0.004614675,13002,4,3250.5,13973,447,13640.0833,1,16511.95625,7361.018182,0.49545202
28150,170,3150,40484.05,10539.95714,0.001155535,12981,3,4327.0,13961,494,13602.1818,1,16375.48,7960.977778,0.59786433
36544,140,3150,57133.0,11826.06,0.011817953,11931,6,1988.5,13993,463,13645.75,1,18921.11538,6814.183333,0.916233
24863,140,3150,40556.13333,9355.6375,0.004153207,13002,3,4334.0,13956,442,13624.5,1,15281.33333,5992.94375,0.89661694
15923,145,2650,69422.73333,10831.66667,0.002529317,13047,3,4349.0,13961,437,13643.1818,1,19460.03636,3230.973913,0.93154246
23840,170,3150,74818.86667,12625.1,0.001249688,12003,5,2400.6,13975,446,13642.5,1,19121.06154,7675.8,0.6572832
284,150,3150,37468.075,11142.41667,0.010791367,10008,4,2502.0,13975,448,13639.0,1,16219.025,6459.058333,0.7022981
26936,170,3150,30712.0,9695.24,0.002306805,13005,5,2601.0,13986,459,13641.75,1,15265.02105,7670.96,0.69716233
7444,150,3150,70618.0,12899.07143,0.001801261,9993,6,1665.5,13984,456,13658.2857,1,19107.93846,7058.35,0.5095999
21227,175,3150,31816.56,12092.4,0.00198906,12066,7,1723.714286,13978,454,13663.6923,1,16853.76667,7215.727273,0.7668705
18388,150,3150,39862.26,10578.0,0.001848429,12984,3,4328.0,13960,480,13601.6667,1,15359.125,6023.669231,0.78461105
21521,140,3150,33623.9625,10088.1,0.000462,12987,3,4329.0,13963,495,13622.1538,1,16210.41176,8227.344444,0.8864241
11012,150,3150,41065.93333,9488.8125,0.001197605,10020,3,3340.0,13960,444,13628.6667,1,15518.03125,7271.43,0.7846905
23610,140,3150,36579.5,10501.9,0.003927004,12987,4,3246.75,13969,443,13628.2308,1,16537.45333,7872.211111,0.8263033
28144,170,3150,42294.73333,9289.05,0.003696858,12984,5,2596.8,13960,449,13642.0714,1,16972.61333,8316.122222,0.5660956
2348,160,2650,43972.02,10987.05,0.009575105,10026,2,5013.0,13979,448,13653.5455,1,17987.62143,8765.427273,0.51380324
36727,140,3150,66842.03333,10520.93333,0.00850638,11991,4,2997.75,13945,418,13633.0833,1,16204.74375,5992.93,0.88314337
13455,150,3150,52191.53333,9810.65,0.001154468,12993,4,3248.25,13981,452,13669.9231,1,18834.78667,7143.1,0.72236973
7209,160,2650,40383.82,11027.0,0.003587444,10035,2,5017.5,13989,446,13654.5,1,16361.2,5776.51875,0.6571451
8234,150,3150,37468.075,12039.14,0.00029994,10002,6,1667.0,13981,452,13659.8571,1,17751.21429,6769.8,0.6515303
4205,150,3150,30963.36,10654.11429,0.003902732,9993,2,4996.5,13964,432,13640.0,1,16641.2,8138.544444,0.5623866
35754,160,3150,38742.88,10520.95,0.014038606,11967,2,5983.5,13965,434,13677.6667,1,17955.6,6781.746154,0.78765124
8130,165,4200,35595.8,15581.625,0.009821429,10080,3,3360.0,13961,438,13636.75,1,16132.64,8641.666667,0.39157087
11992,150,3150,26912.075,10768.25714,0.004497751,10005,3,3335.0,13964,446,13624.8462,1,15724.475,8862.281818,0.7873408
26328,170,3150,38597.26667,12305.5,0.009011264,11985,7,1712.142857,13975,450,13637.5,1,18934.73333,6949.390909,0.46721148
38251,195,3150,40105.22,9222.4625,0.000749251,12012,6,2002.0,13983,464,13635.0,1,16268.42353,5788.726667,0.8139174
24528,140,2650,45537.13333,11020.35,0.001844168,13014,3,4338.0,13983,451,13644.75,1,16215.00833,5076.370588,0.90765536
28370,140,2650,40383.82,12023.92857,0.003908046,13050,5,2610.0,13994,454,13655.8333,1,20705.99091,6925.17,0.8572419
8096,150,3150,39335.48571,9122.575,0.003295386,10014,4,2503.5,13957,443,13626.3333,1,15849.6,5341.855556,0.77136123
31262,160,3150,34780.96667,12145.68,0.006011561,12975,4,3243.75,13984,471,13629.6923,1,16132.64,8848.833333,0.6339279
18583,165,4200,35955.96,13051.28,0.016839677,13005,2,6502.5,13966,432,13616.0909,1,16644.93333,7697.59,0.8088868
8827,165,4200,35218.66,12944.76,0.008690441,10011,3,3337.0,13981,448,13614.4545,1,15355.625,7777.51,0.7544747
19037,180,3150,53932.0,11519.7625,0.001250313,11997,8,1499.625,13975,456,13633.0,1,17482.83571,6791.991667,0.6325169
20951,140,3150,38845.44,9292.744444,0.001844593,13011,5,2602.2,13955,425,13636.25,1,16211.8625,5380.326667,0.83748966
36166,160,3150,25087.775,13660.08571,0.003748126,12006,5,2401.2,13979,466,13632.9167,1,19057.25833,6107.092857,0.74904454
2443,150,3150,41592.475,11612.98,0.00120048,9996,2,4998.0,13973,441,13643.9167,1,17481.17333,6858.583333,0.5834598
38773,190,3150,32545.28,10692.15714,0.0019995,12003,5,2400.6,13969,447,13633.75,1,15991.30625,7298.06,0.7794096
13628,165,4200,32131.0,13370.9,0.005070293,13017,6,2169.5,13974,448,13638.0,1,17537.1,8523.285714,0.58130515
16163,165,4200,33345.53333,13477.46,0.002763067,13029,3,4343.0,13954,440,13649.3846,1,15576.52222,7697.59,0.7593932
2070,150,3150,57594.8,12092.4,0.007509763,9987,5,1997.4,13962,445,13619.6923,1,16211.8625,6392.458333,0.53038317
24000,160,3150,37111.81667,13888.38571,0.000459982,13044,3,4348.0,13974,454,13624.7692,1,18036.52667,6297.335714,0.70287603
12162,150,3150,36107.13333,9522.1125,0.00276689,13011,5,2602.2,13934,419,13619.75,1,15748.24118,5277.1125,0.839857
9627,150,3150,50033.6,11666.24,0.0005997,10005,2,5002.5,13977,451,13638.75,1,16418.3,7094.663636,0.56859475
10822,150,3150,71022.93333,11253.4,0.007619487,12993,3,4331.0,13966,440,13636.0,1,18552.21429,6499.01,0.43336937
18716,165,4200,45319.78,13477.44,0.007151096,13005,3,4335.0,13957,425,13638.25,1,16494.175,5707.55,0.8113213
23267,165,3150,40040.28333,12252.24,0.006008782,12981,2,6490.5,13966,453,13637.1818,1,17578.19231,7109.576923,0.67699575
16227,150,3150,40742.92,10343.36667,0.000692361,12999,3,4333.0,13967,437,13664.4615,1,16764.5,6791.991667,0.89496785
36571,140,3150,60099.36667,12039.14,0.007541626,12114,3,4038.0,13980,454,13665.6923,1,16208.3625,7264.154545,0.87437046
21310,140,2650,44856.54,13956.86,0.002529899,13044,3,4348.0,13972,446,13639.3333,1,19646.16923,5824.246667,0.90427274
25867,170,3150,43993.78333,9788.475,0.004617871,12993,3,4331.0,13921,413,13611.25,1,14319.41765,5593.4,0.45680237
33798,160,3150,36720.26,15515.075,0.013286538,11967,6,1994.5,13972,444,13666.3077,1,17840.42,6069.035714,0.55814517
15037,150,3150,34998.375,10654.11429,0.002540416,12990,3,4330.0,13977,454,13664.5385,1,16544.98,7191.52,0.91821516
25194,140,2650,33501.06,11293.34,0.003920664,13008,6,2168.0,13984,470,13570.4,1,17599.54,1034.076471,0.77746624
3222,150,3150,41058.225,9961.6,0.00240024,9999,6,1666.5,13961,424,13614.0909,1,16390.58667,8450.645455,0.59507424
4022,150,3150,37596.88,10387.75714,0.005402161,9996,2,4998.0,13914,397,13616.25,1,15563.93889,7635.444444,0.5227852
38110,140,2650,39870.48,12412.04,0.002997003,12012,3,4004.0,13985,461,13607.8182,1,17788.98,8641.655556,0.86564827
5465,150,3150,29965.9,10197.5,0.00210084,9996,3,3332.0,13950,415,13630.7692,1,15242.33889,5675.361538,0.7168058
9617,165,4200,33823.92,12731.68,0.019213449,9993,7,1427.571429,13968,436,13641.0,1,17391.36923,5612.435714,0.7266235
4521,150,3150,38625.22,10463.85714,0.004491018,10020,3,3340.0,13959,438,13670.0,1,16193.67647,5859.76,0.7282988
7214,150,3150,38684.03333,9555.3875,0.001497006,10020,3,3340.0,13972,459,13644.1429,1,16108.77647,6179.38,0.77506447
16403,165,4200,31697.03333,13850.32857,0.004600874,13041,6,2173.5,13977,448,13632.3846,1,15913.87222,8142.771429,0.57005894
781,150,3150,47604.56667,15182.1,0.012379227,9936,5,1987.2,13977,454,13605.5455,1,17546.92667,6997.809091,0.4470624
4338,150,3150,29786.0,10387.75714,0.003598201,10005,5,2001.0,13962,440,13657.3846,1,16052.01667,8049.766667,0.7546229
4270,150,3150,34729.375,10349.71429,0.003598201,10005,3,3335.0,13970,456,13628.0,1,16265.13529,5859.76,0.7921444
11922,150,3150,53449.4,13241.54286,0.000230681,13005,4,3251.25,13976,443,13635.2308,1,17299.4875,6510.855556,0.5842471
7313,160,2650,33775.16,12023.91429,0.002085816,10068,5,2013.6,13964,417,13643.2308,1,19387.10769,7724.233333,0.67182976
37912,140,2650,40878.68333,1664.7,0.002496256,12018,4,3004.5,13971,445,13637.25,1,17917.24,1121.489474,0.90640336
34543,140,2650,47148.04,9810.666667,0.008760951,11985,7,1712.142857,13950,409,13643.25,1,19676.13846,2422.538095,0.7551449
16572,150,3150,48253.1,13089.32857,0.001146789,13080,7,1868.571429,13981,455,13656.0,1,18703.51538,7036.158333,0.65524125
26697,170,3150,38972.28571,10463.84286,0.001155001,12987,3,4329.0,13948,488,13596.7273,1,15143.19444,5693.2875,0.55774045
40454,185,3150,45031.48,12198.96,0.01685254,12105,4,3026.25,13969,441,13665.8462,1,16764.5,6167.084615,0.50806963
23516,170,3150,47409.26667,11666.24,0.00273768,12054,3,4018.0,13969,444,13638.0,1,18788.28462,6791.991667,0.7250532
16197,150,3150,72756.13333,12571.84,0.004602992,13035,5,2607.0,13964,440,13625.5385,1,17509.00667,7118.872727,0.52433574
26345,170,3150,47633.56667,12092.42,0.001250313,11997,3,3999.0,13960,431,13661.6154,1,19107.93846,7651.590909,0.66717494
27841,160,3150,38720.32,12998.02,0.005978386,13047,4,3261.75,13977,444,13654.0909,1,16602.0375,8523.277778,0.52027494
21721,175,3150,47828.93333,9810.65,0.00125,12000,5,2400.0,13980,445,13646.25,1,18792.66154,6865.977778,0.80142236
17038,150,3150,72699.0,12784.92857,0.001153935,12999,2,6499.5,13964,433,13639.25,1,19694.59231,7191.516667,0.115832806
4787,150,3150,26844.475,10730.21429,0.002986858,10044,3,3348.0,13968,452,13656.3846,1,16138.94706,5776.525,0.76240003
16791,150,3150,32163.05,12198.96,0.001154201,12996,7,1856.571429,13981,453,13641.25,1,16905.625,5806.49,0.8160862
38917,140,3150,35806.2125,12305.5,0.009502376,11997,5,2399.4,13982,455,13640.75,1,16226.1375,7046.245455,0.7037318
1244,150,3150,43014.16667,10768.25714,0.019230769,9984,4,2496.0,13970,444,13662.6154,1,15152.67778,5948.54,0.5161901
26485,170,3150,47814.2,10032.63333,0.00673989,12018,4,3004.5,13996,463,13675.4615,1,16598.54375,7627.363636,0.65427554
14834,150,3150,30649.08,10730.2,0.000230947,12990,3,4330.0,13947,467,13615.1429,1,16037.36471,6250.406667,0.9112565
18659,165,4200,31846.12,13211.1,0.011547344,12990,3,4330.0,13964,432,13643.0,1,16764.5,5745.607143,0.8349274
11121,150,3150,45430.73333,10692.15714,0.000901172,9987,2,4993.5,13956,472,13602.0,1,15720.24,6214.9,0.6996962
15701,165,4200,32640.76667,13530.72,0.004154166,12999,2,6499.5,13972,454,13600.5455,1,15711.45556,7777.49,0.7723895
8577,165,4200,27991.65,12571.86,0.00328849,10035,2,5017.5,13970,450,13645.7273,1,14893.01875,8612.077778,0.81056184
40791,140,3150,45991.58,12412.04,0.000749813,12003,2,6001.5,13972,440,13642.0,1,16667.25,7143.090909,0.801482
33755,140,2650,46336.74,10831.68333,0.00224663,12018,2,6009.0,13983,478,13652.7692,1,17828.72667,1678.02,0.9107196
16158,165,4200,48788.6,10387.75,0.00967519,13023,7,1860.428571,13975,444,13668.6,1,15778.94444,8612.077778,0.50846297
25526,170,3150,53959.2,13431.8,0.002503129,11985,2,5992.5,13927,395,13653.5385,1,17181.32,6852.527273,0.4724151
34092,160,3150,30992.63333,13774.22857,0.003727634,12072,4,3018.0,13979,449,13643.9167,1,16489.39412,8582.488889,0.7353304
13305,150,3150,55173.4,11985.86,0.001616628,12990,6,2165.0,13989,459,13635.9231,1,17198.61875,7239.945455,0.61405224
39503,170,3150,45797.76667,10654.11429,0.004748813,12003,4,3000.75,13976,444,13644.6667,1,15684.10625,7790.808333,0.6867754
28434,170,3150,54744.3,9908.32,0.00184587,13002,3,4334.0,13975,449,13638.25,1,16697.01765,7605.844444,0.48451734
12626,150,3150,47645.9,12861.02857,0.001384722,12999,8,1624.875,13972,440,13643.4167,1,18210.3125,6206.01,0.7393995
26443,185,3150,28239.18333,15781.4,0.004126547,13086,4,3271.5,13968,438,13664.7692,1,17386.92308,5821.714286,0.54487485
20516,175,3150,58132.16667,13355.68571,0.011019284,11979,8,1497.375,13959,433,13634.25,1,15980.64375,7215.736364,0.47658414
8239,165,4200,39471.58,12731.68,0.015811456,10056,4,2514.0,13972,438,13660.1429,1,16383.06667,8582.466667,0.41800648
6162,160,2650,75204.16667,10454.35,0.001476102,10035,4,2508.75,13958,436,13694.6923,1,19364.21538,7724.222222,0.5096147
37918,140,2650,35138.58333,11286.7,0.003737852,12039,2,6019.5,13973,450,13652.9286,1,17645.45333,9233.566667,0.5550527
35333,170,3150,48621.7,10654.1,0.005765856,11967,2,5983.5,13942,432,13618.0,1,16066.76,5839.276923,0.6488661
4429,150,3150,30878.325,10692.15714,0.000897666,10026,4,2506.5,13965,450,13629.1667,1,15367.78889,5659.99375,0.7890443
11587,150,3150,51070.625,10032.6,0.000461574,12999,2,6499.5,13961,432,13652.4286,1,16515.45,6472.37,0.6557669
31203,170,3150,31818.08,9289.05,0.001153137,13008,5,2601.6,13986,463,13640.75,1,16768.47647,8813.854545,0.748023
40119,140,2650,40324.0,11080.28,0.001997004,12018,3,4006.0,13986,465,13637.25,3,16955.00625,7031.71,0.8931874
15880,145,2650,47771.6,15515.05,0.014136732,12945,4,3236.25,13957,429,13609.0833,1,16829.69333,7271.43,0.5753521
12784,150,3150,74818.86667,10520.91667,0.008548983,12984,8,1623.0,13977,454,13631.0769,1,18707.96154,7312.590909,0.4665846
8295,150,3150,30028.96,9788.4625,0.005105105,9990,5,1998.0,13931,410,13624.6667,1,15300.34444,5809.81875,0.74177223
27725,170,3150,51052.8,9766.25,0.001751752,11988,5,2397.6,13964,430,13642.9167,1,17273.68667,7433.663636,0.7590439
31846,145,3150,48385.13333,12571.84,0.0010005,11994,6,1999.0,13981,455,13658.5,1,17181.87857,6636.616667,0.8135677
29053,170,3150,31386.42,10654.11429,0.000922297,13011,2,6505.5,13973,450,13637.3333,1,15752.91875,8345.711111,0.4613267
11177,150,3150,40661.3,10806.3,0.006308201,9987,3,3329.0,13951,433,13652.3077,1,16294.55333,7244.79,0.72844
40249,190,3150,52321.66667,10501.91429,0.002501876,11991,6,1998.5,13984,460,13639.0,1,15124.35,5460.228571,0.70859796
6251,150,3150,26293.875,12198.98,0.00210084,9996,3,3332.0,13973,440,13660.4286,1,15948.5875,6459.058333,0.75808436
4707,150,3150,29237.18,9289.05,0.006308201,9987,3,3329.0,13966,440,13638.0,1,16479.46471,6925.18,0.8000372
31758,145,3150,73142.16667,10476.55,0.012280702,11970,2,5985.0,13976,447,13640.75,1,17108.04,7143.090909,0.4548488
2480,150,3150,69327.93333,12746.87143,0.00120048,9996,8,1249.5,13970,434,13644.5,1,15948.5875,7036.15,0.57488215
37418,140,3150,109106.25,12784.92,0.000499875,12003,6,2000.5,13975,451,13638.1667,1,17204.54615,7336.809091,0.9221517
37457,140,3150,47380.23333,12412.04,0.002988048,12048,4,3012.0,13988,459,13661.5,1,15800.40625,7046.245455,0.8267407
9017,150,3150,36392.16667,12625.12,0.009903962,9996,8,1249.5,13977,450,13639.5,1,18712.40769,6902.983333,0.37617055
24702,170,3150,47933.33333,9943.833333,0.000249875,12006,7,1715.142857,13980,452,13641.0,1,17982.59375,6126.12,0.7842746
6753,150,3150,72699.0,12678.38,0.00089955,10005,3,3335.0,13974,437,13646.25,1,18610.13846,7457.872727,0.4457757
16796,150,3150,51725.5,11686.225,0.007392007,12987,6,2164.5,13980,458,13638.5,1,18503.56154,7239.945455,0.44450945
19456,180,3150,47004.63333,12305.48,0.000499875,12003,2,6001.5,13982,454,13641.5,1,18019.51429,6791.991667,0.5996275
23968,170,3150,66918.2,12731.66,0.005735661,12030,6,2005.0,13967,436,13631.6154,1,16772.77333,6963.221429,0.5588391
6376,150,3150,25593.33333,10692.15714,0.007512019,9984,3,3328.0,13939,414,13623.8462,1,15839.5125,8571.718182,0.82082415
11507,150,3150,48860.5,12252.22,0.000692201,13002,3,4334.0,13966,438,13607.6364,1,19303.51538,7361.009091,0.45471224
28601,170,3150,48303.3,10692.15714,0.001152339,13017,2,6508.5,13949,421,13635.5833,1,15374.10556,5818.784615,0.44853038
1305,150,3150,31512.2,9322.35,0.001487347,10032,2,5016.0,13922,404,13619.0,1,15367.78889,5669.514286,0.4136349
8805,150,3150,38602.48,9155.875,0.004195385,10011,3,3337.0,13956,441,13650.6923,1,16060.74118,5757.315385,0.7451608
2860,150,3150,50033.6,11879.34,0.00029994,10002,4,2500.5,13978,455,13638.4167,1,15724.475,6570.033333,0.742583
29393,170,3150,38947.88571,9022.7,0.002076125,13005,2,6502.5,13976,451,13637.75,1,15836.89444,7031.71,0.54755557
29224,170,3150,55475.93333,12937.12857,0.007996002,12006,3,4002.0,13976,443,13643.75,1,17466.50714,7578.945455,0.5423693
27449,170,3150,50452.93333,11719.52,0.000249813,12009,3,4003.0,13975,445,13632.6923,1,18618.95385,7409.445455,0.72062093
35893,160,3150,37945.9,12571.84,0.006220453,12057,2,6028.5,13977,446,13671.3077,1,19036.08571,6331.0,0.80594385
3497,150,3150,52506.03333,11666.26,0.00630063,9999,3,3333.0,13990,458,13646.5,1,17842.04286,7409.445455,0.62094206
15225,150,3150,49450.56667,9222.4625,0.001386963,12978,3,4326.0,13970,490,13602.5,1,16895.48,8595.927273,0.7143724
23310,170,3150,37497.78333,12039.16,0.00875,12000,7,1714.285714,13977,451,13630.0769,1,17297.15714,7191.518182,0.4900429
40907,140,3150,34301.26,12571.84,0.009771987,11973,5,2394.6,13985,458,13641.5,1,17292.65333,6459.05,0.69400156
27673,160,3150,44556.92,13743.8,0.013170055,12984,4,3246.0,13972,444,13639.0,1,18287.01333,6535.884615,0.6424653
2686,150,3150,68094.16667,12899.07143,0.00840084,9999,2,4999.5,13966,437,13656.7143,1,17708.84,6510.844444,0.4331915
2733,150,3150,50857.86667,12465.32,0.00120012,9999,2,4999.5,13971,433,13637.9231,1,16743.175,7700.009091,0.50548345
27340,170,3150,35402.0,10920.45714,0.001382807,13017,4,3254.25,13978,452,13639.0,1,17139.11765,8862.281818,0.65619314
7414,150,3150,65570.63333,12899.08571,0.001008184,10005,6,1667.5,13980,445,13646.25,1,17354.61333,7675.8,0.5474036
27783,170,3150,34732.92,11879.32,0.001250313,11997,2,5998.5,13977,450,13665.4615,1,18838.63333,6570.044444,0.43101105
4161,150,3150,34579.46,10578.02857,0.001201923,9984,4,2496.0,13941,453,13601.25,1,15579.68889,5876.40625,0.78240067
30898,160,3150,32064.45,12465.32,0.003902663,13068,2,6534.0,13950,425,13655.7692,1,15441.54444,8612.066667,0.40539643
34481,140,3150,53599.6,12731.66,0.000499875,12003,2,6001.5,13977,451,13638.75,1,17181.87857,6688.422222,0.8002198
26430,170,3150,36522.62,12305.5,0.00225,12000,7,1714.285714,13972,442,13667.5385,1,19250.98,7724.218182,0.7419769
3807,150,3150,27149.66667,10463.87143,0.00240024,9999,5,1999.8,13990,453,13652.25,1,16992.84706,8079.355556,0.77303517
18631,165,4200,34247.0,12838.2,0.003461006,13002,2,6501.0,13965,446,13630.5,1,16125.05333,7750.87,0.73094267
31021,170,3150,45393.1,10501.91429,0.000924001,12987,2,6493.5,13942,483,13602.0,1,15918.875,8474.863636,0.47174767
14018,145,2650,61976.875,12708.82857,0.003683241,13032,5,2606.4,13994,453,13624.4167,1,19350.07692,8316.122222,0.77387
11856,150,3150,44922.46667,10032.61667,0.006922012,13002,5,2600.4,13968,441,13637.25,1,17862.36429,6312.56,0.45037773
16131,145,2650,27564.98333,10321.1625,0.001151543,13026,2,6513.0,13979,444,13656.0909,1,17518.54667,8741.209091,0.22683398
9092,140,3150,37882.5,9189.1625,0.003588517,10032,4,2508.0,13967,445,13633.25,1,15452.775,7111.62,0.74482673
25208,160,3150,39273.92,12412.04,0.012234534,12996,4,3249.0,13944,405,13640.25,1,16919.9125,5992.935714,0.75205266
36940,140,3150,53091.6,9721.883333,0.005989518,12021,7,1717.285714,13991,468,13656.7143,1,17202.32857,6814.191667,0.88485026
21867,170,3150,43570.7,13051.28571,0.006738208,12021,2,6010.5,13981,448,13646.8333,1,17527.96667,6547.841667,0.5489999
8170,150,3150,39690.71429,9255.7625,0.000899281,10008,6,1668.0,13989,452,13641.3077,1,15217.05556,5280.052941,0.76613384
28574,170,3150,40021.55714,10463.84286,0.002304678,13017,2,6508.5,13972,461,13642.7143,1,16891.62667,7324.7,0.46799126
16117,165,4200,33258.08,12838.18,0.005522319,13038,4,3259.5,13977,449,13642.25,1,19060.52857,6202.214286,0.7583336
17224,150,3150,73603.36667,12412.04,0.001847575,12990,6,2165.0,13980,443,13647.75,1,18636.39231,6547.833333,0.5654448
37525,160,3150,35281.34,12944.76,0.011269722,11979,5,2395.8,13979,449,13671.1538,1,15885.88667,8464.1,0.5928856
1126,150,3150,52415.5,11666.26,0.00090009,9999,6,1666.5,13993,466,13645.6667,1,17095.10714,7215.736364,0.6180324
15861,145,2650,53301.2,10021.5125,0.002529317,13047,5,2609.4,13958,436,13659.4615,1,19699.14615,7517.055556,0.78376985
545,90,3150,43224.2,9388.925,0.001498801,10008,5,2001.6,13989,453,13649.25,1,15174.90556,5966.306667,0.7737008
21482,140,2650,37713.93333,12039.16,0.000460299,13035,3,4345.0,13989,465,13666.1765,1,17985.75385,9322.3375,0.91597277
9470,165,4200,33015.12,12838.2,0.005079175,10041,2,5020.5,13953,416,13641.0,1,17955.6,5916.828571,0.7003323
21103,165,4200,31921.36667,11098.03333,0.012468252,12993,5,2598.6,13962,421,13638.1538,1,15579.68889,7724.23,0.7222318
28845,170,3150,35816.66,11932.6,0.000499875,12003,2,6001.5,13976,450,13638.5,1,16384.9875,6481.241667,0.7232343
30661,170,3150,37755.26667,9588.6875,0.003457815,13014,5,2602.8,13973,446,13640.6667,1,15971.82778,7750.86,0.60750914
30991,170,3150,30523.3,9934.96,0.001153403,13005,5,2601.0,13986,460,13632.1538,1,14827.8125,5327.05,0.5814724
5281,160,2650,43683.26,12039.16,0.014736842,9975,4,2493.75,13993,452,13623.1818,1,17448.17692,7931.4,0.7187933
25038,140,2650,50342.025,10876.08333,0.001378043,13062,7,1866.0,13975,450,13665.1538,1,18002.31429,7070.454545,0.868936
30909,145,3150,46534.22,10077.01667,0.00075,12000,6,2000.0,13967,442,13635.5,1,16367.26875,7167.3,0.76337945
26759,170,3150,30925.8,10463.87143,0.000921234,13026,2,6513.0,13938,412,13600.9091,1,14972.49375,5793.175,0.51972336
26513,170,3150,31646.82,10692.15714,0.00392519,12993,2,6496.5,13952,430,13631.5,1,14041.65789,6126.115385,0.5013729
