,X_-TACT_TIME_mean,X_-CONVEYOR_SPEED_mean,PUMP_high,PUMP_low,CLN1_over-etching-ratio,CLN1_EPT_time,clean_count,EPT_clean_count_ratio,NH3_TREAT_-RF_FREQ-max,NH3_TREAT_-RF_FREQ-range,NH3_TREAT_-RF_FREQ-mean,NP_3_-MFC_VOL_SIH4-range,VENT_high,VENT_low,Output
39083,140,3150,50019.26667,9766.266667,0.003473084,12093,7,1727.571429,13983,455,13641.75,1,17636.05714,6688.4,0.8361351
23630,165,3150,35991.54,10298.96667,0.004140787,13041,7,1863.0,13957,429,13635.25,1,17848.00667,6494.907692,0.6850109
26788,170,3150,30217.42,10950.04444,0.002079963,12981,2,6490.5,13949,478,13557.9091,1,16042.2875,8138.555556,0.60911304
16194,165,4200,27572.33333,12838.2,0.002304147,13020,2,6510.0,13960,441,13630.8333,1,17612.75333,6221.235714,0.7145505
38946,190,3150,33296.74,10616.05714,0.006262525,11976,2,5988.0,13975,445,13641.25,1,15981.31111,7164.89,0.68864965
19303,165,4200,37448.96,10565.31667,0.001380898,13035,4,3258.75,13985,468,13632.6923,1,16570.1,5688.528571,0.7624068
20962,140,3150,33632.96667,9588.7,0.000461894,12990,2,6495.0,13966,504,13600.9091,1,15586.84375,8020.166667,0.8984014
11212,150,3150,47474.43333,10463.85714,0.001307956,10029,4,2507.25,13966,450,13647.3571,1,16644.93333,7813.008333,0.6982056
37189,195,3150,30954.96,10768.24286,0.001749125,12006,6,2001.0,13988,463,13642.5833,1,15265.48125,7138.25,0.8010301
32047,145,3150,59251.86667,11586.3375,0.000499875,12003,3,4001.0,13981,456,13679.8,1,18127.2125,7221.122222,0.82408744
3555,150,3150,52401.16667,11612.96,0.009014423,9984,3,3328.0,13970,445,13636.25,1,17186.00714,7264.163636,0.6322763
11254,150,3150,39808.4,10692.15714,0.00210084,9996,2,4998.0,13973,450,13635.5,1,15435.05,8108.955556,0.60401016
30124,160,3150,48314.24,13264.36,0.007832297,13023,2,6511.5,13981,456,13630.2308,1,16540.4,6513.536364,0.5668452
10964,150,3150,32822.38,9189.175,0.001201201,9990,2,4995.0,13963,479,13603.75,1,16556.35333,7617.68,0.7528807
14777,150,3150,52234.9,11586.3375,0.006926807,12993,2,6496.5,13973,453,13626.3846,1,18605.83077,6718.0,0.38061938
31189,170,3150,32132.56,10692.15714,0.002076125,13005,5,2601.0,13973,444,13631.4615,1,15579.68889,5843.1125,0.60525656
10061,150,3150,49928.83333,10032.63333,0.010519988,9981,2,4990.5,13971,439,13643.0,1,16111.10625,7385.236364,0.68906033
13686,150,3150,36579.5,9189.1625,0.003001616,12993,5,2598.6,13949,430,13627.6667,1,16118.87059,5943.0,0.8356734
20022,175,3150,54106.175,12625.1,0.005239521,12024,5,2404.8,13978,450,13640.5,1,17462.20667,7312.590909,0.57452404
39680,140,2650,44897.7,11808.28333,0.00699825,12003,7,1714.714286,13975,447,13639.75,1,19388.90769,8197.755556,0.74631745
13764,150,3150,41275.53333,10692.15714,0.007177587,12957,4,3239.25,13967,440,13637.0,1,15849.6,7931.388889,0.45458546
18674,150,3150,49853.0,11559.7,0.001616628,12990,3,4330.0,13962,433,13652.7143,1,17119.55,6814.183333,0.44916466
23556,140,3150,31395.02,9801.76,0.003689186,13011,4,3252.75,13931,413,13593.0909,1,16490.66,5973.914286,0.8786647
23805,140,2650,41621.02,3063.055556,0.001151543,13026,6,2171.0,13995,465,13646.25,1,19581.0,8375.3,0.92953676
36031,160,3150,33538.0,12571.84,0.003239472,12039,3,4013.0,13979,450,13667.4615,1,18767.77857,6126.1125,0.7952914
11892,150,3150,64703.86667,10254.56667,0.000461467,13002,5,2600.4,13978,445,13644.25,1,17532.97143,6769.8,0.5774482
18519,150,3150,31013.8,10768.27143,0.00461574,12999,5,2599.8,13966,441,13635.25,1,16996.25294,7842.611111,0.6614658
16641,165,4200,33069.4,12891.46,0.012687428,13005,2,6502.5,13966,433,13666.2308,1,17680.32308,6945.661538,0.8406765
36723,140,3150,51906.1,11932.6,0.00850638,11991,3,3997.0,13982,456,13666.3077,1,16436.08125,7627.372727,0.8842077
25248,170,3150,48009.5,12198.94,0.007248188,12003,6,2000.5,13968,440,13638.0,1,17446.98,7391.291667,0.50438166
40213,190,3150,33551.08,10616.05714,0.007033409,11943,3,3981.0,13977,459,13632.75,1,15146.4,5308.035714,0.5619727
15531,165,3600,46094.16,13317.64,0.009974484,12933,2,6466.5,13978,462,13665.2308,1,16846.58235,7291.4125,0.6930678
28847,170,3150,39165.425,11399.88,0.008741259,12012,6,2002.0,13980,452,13658.7143,1,16536.8375,6747.591667,0.5748512
27346,140,2650,35250.4,1598.111765,0.003328156,13521,5,2704.2,13984,468,13646.0909,1,16417.93529,8168.155556,0.92945147
17999,145,2650,39389.1,11491.21429,0.002759255,13047,3,4349.0,13984,453,13684.2,1,18089.02857,6791.99,0.91007566
29493,140,2650,21243.05,176.1450902,0.004837595,13023,6,2170.5,13991,454,13584.7895,1,17564.46667,7111.62,0.91489387
33476,150,3150,29451.91667,10463.85714,0.001248128,12018,4,3004.5,13977,445,13645.25,1,16714.48,7484.51,0.81080925
15690,150,3150,41380.05,12975.17143,0.007846757,12999,3,4333.0,13977,448,13642.8333,1,18134.3875,6777.211111,0.36162084
12661,150,3150,69732.9,12556.62857,0.0071577,12993,4,3248.25,13988,453,13648.25,1,16273.5625,7046.245455,0.5174772
23925,140,2650,59789.23333,11080.26,0.002990568,13041,7,1863.0,13985,457,13654.8182,1,21325.41667,1050.616667,0.8637808
8556,150,3150,42099.83333,10578.0,0.003592814,10020,2,5010.0,13958,447,13648.5385,1,14879.71111,5880.246154,0.60629606
34632,140,3150,60928.23333,11553.0375,0.001741727,12057,5,2411.4,13987,455,13647.4167,1,18525.58462,6703.208333,0.90620565
34350,140,3150,48190.13333,12252.2,0.001250313,11997,3,3999.0,13985,456,13611.9091,1,16533.225,7288.381818,0.8271891
7198,150,3150,44140.7,9222.4625,0.001202284,9981,3,3327.0,13959,473,13631.5385,1,16383.06667,8286.522222,0.7127336
6247,150,3150,52820.1,9721.883333,0.00120012,9999,5,1999.8,13956,427,13635.75,1,16616.325,6681.008333,0.6367539
30364,170,3150,33805.42,10578.0,0.001613647,13014,2,6507.0,13967,440,13628.5385,1,15358.30556,5843.10625,0.5232792
9811,165,4200,44667.2,13583.98,0.003291442,10026,3,3342.0,13915,394,13619.5,1,16584.2625,6009.58125,0.5081154
4660,150,3150,26372.35,10692.15714,0.00359928,10002,4,2500.5,13963,433,13638.25,1,15819.64118,5493.51875,0.7779878
5181,160,2650,34350.36667,11053.6375,0.000897398,10029,5,2005.8,13956,428,13659.6923,1,17512.42667,8049.777778,0.6829955
34961,140,2650,33140.9,14072.31667,0.006980803,12033,4,3008.25,13961,429,13664.0,1,16310.5125,7191.52,0.7818157
15466,165,3600,46602.48,13477.46,0.007149446,13008,2,6504.0,13978,444,13645.0,1,16318.47857,7109.569231,0.7550587
16001,150,3150,50048.26667,11932.6,0.008321775,12978,4,3244.5,13986,452,13617.5833,1,16118.15625,7409.445455,0.45101655
19586,150,3150,38093.8,9222.4625,0.002538657,12999,2,6499.5,13969,445,13635.25,1,16411.28824,6285.92,0.7135861
36038,160,3150,51861.05,11053.63333,0.0165,12000,7,1714.285714,13975,441,13645.3333,1,16471.57333,9174.377778,0.5093473
8494,150,3150,43817.02,12518.58,0.008086253,10017,4,2504.25,13968,440,13638.0,1,14420.01667,6152.75,0.69929147
19473,180,3150,46795.0,12092.42,0.007509387,11985,3,3995.0,13972,447,13664.3846,1,15977.025,7070.445455,0.54237497
25267,160,3150,43551.48,10387.75,0.002303617,13023,3,4341.0,13947,426,13627.5,1,16912.74375,5970.733333,0.5062832
28320,170,3150,31386.42,10730.21429,0.005083179,12984,5,2596.8,13952,433,13627.25,1,15419.47778,5555.35,0.52834386
33302,150,3150,40137.2,10844.35714,0.0020005,11997,5,2399.4,13980,458,13627.6923,1,15756.41875,7901.808333,0.7444019
24948,170,3150,34705.5,12625.12,0.005243446,12015,2,6007.5,13970,439,13610.8182,1,17462.57857,7013.95,0.7267879
38443,140,3150,58923.1,13165.44286,0.0075,12000,6,2000.0,13989,459,13637.4615,1,16526.10625,6703.208333,0.9174937
3724,150,3150,34404.3375,10425.81429,0.005697151,10005,2,5002.5,13951,439,13591.8182,1,15742.25,8227.333333,0.7843684
14872,150,3150,71870.76667,12625.1,0.007154396,12999,5,2599.8,13968,444,13604.7273,1,17207.17059,7124.933333,0.51278555
36615,140,3150,73142.16667,12937.12857,0.009270859,11973,4,2993.25,13994,464,13687.2667,1,16436.08125,6747.6,0.90751654
8756,150,3150,54244.66667,9633.083333,0.007793765,10008,5,2001.6,13975,451,13664.6154,1,17371.67857,7124.925,0.51211745
32167,145,3150,71889.43333,12731.66,0.008256192,11991,6,1998.5,13982,454,13610.5455,1,16457.3,6414.658333,0.9244349
35576,140,3150,52401.16667,11826.08,0.002239363,12057,3,4019.0,13982,452,13661.6429,1,17008.39286,7239.954545,0.8186504
22610,140,3150,31496.225,9255.75,0.001614391,13008,2,6504.0,13973,447,13637.75,1,15666.325,7990.577778,0.87206256
19131,180,3150,54760.83333,13241.52857,0.000749813,12003,6,2000.5,13980,455,13665.0,1,17019.41333,7409.445455,0.667657
1040,150,3150,30091.64,12092.42,0.000892591,10083,6,1680.5,13987,456,13661.2857,1,19285.93846,7603.154545,0.6204797
25475,170,3150,36321.03333,10463.87143,0.003230272,13002,2,6501.0,13945,434,13619.5,1,16109.97222,8523.3,0.4439281
37921,140,2650,37122.63333,12442.47143,0.003737852,12039,3,4013.0,13961,345,13656.5882,1,17721.77333,1222.088235,0.8826912
129,90,3150,35687.46667,10882.41429,0.007507508,9990,3,3330.0,13980,477,13649.7692,1,15670.08824,5560.1125,0.82014155
1632,150,3150,35177.575,9122.5875,0.011722272,9981,4,2495.25,13963,436,13674.9333,1,14813.65,5441.207143,0.7303923
30570,170,3150,48888.7,12145.68,0.008502126,11997,4,2999.25,13975,447,13641.4167,1,16460.9125,7288.381818,0.55760765
35370,170,3150,30343.44,9801.78,0.000749251,12012,5,2402.4,13967,444,13651.1429,1,16629.82,7990.577778,0.8437159
38523,140,3150,70618.0,12571.84,0.013805221,11952,2,5976.0,13979,450,13667.4615,1,15796.7875,7336.8,0.74507004
28364,140,2650,33752.42,11506.44,0.003908046,13050,3,4350.0,13963,421,13647.25,1,19154.42308,7914.485714,0.91314685
29109,170,3150,49986.46667,11985.88,0.00075,12000,6,2000.0,13975,452,13636.0,1,18543.01538,7312.590909,0.77240336
4193,150,3150,48431.36667,10806.31429,0.007512019,9984,4,2496.0,13919,401,13632.5714,1,15284.54444,6009.5875,0.61348015
28768,170,3150,55608.33333,13393.72857,0.002728851,12093,8,1511.625,13989,460,13635.8462,1,15798.04286,7264.163636,0.574154
35351,140,3150,53254.1,11932.6,0.000750188,11997,6,1999.5,13974,450,13636.5,1,17573.60714,7013.958333,0.83994377
2821,160,2650,34361.86,12594.67143,0.002995806,10014,4,2503.5,13993,470,13653.0,1,18884.47143,8547.490909,0.6172305
37088,140,3150,49943.16667,12625.1,0.002238249,12063,5,2412.6,13985,459,13631.9231,1,16215.4125,7288.381818,0.81226665
1524,150,3150,51725.5,12412.02,0.010532651,9969,5,1993.8,13963,438,13626.0769,1,18703.51538,7554.727273,0.46246108
10009,150,3150,38604.125,12252.22,0.00059988,10002,4,2500.5,13974,445,13659.0714,1,17363.61429,7506.3,0.7229944
15516,165,3600,30797.3,10876.06667,0.009229349,13002,5,2600.4,13956,419,13653.4545,1,17959.26667,5878.785714,0.78923786
13275,165,4200,31187.23333,13850.32857,0.006448641,13026,3,4342.0,13984,453,13610.0,1,16625.61765,8878.422222,0.78706414
25644,170,3150,58827.63333,11419.8625,0.0020005,11997,4,2999.25,13957,423,13639.75,1,18011.46429,7675.8,0.6715986
16420,165,4200,36052.36667,12358.78,0.003687486,13017,3,4339.0,13967,445,13633.25,1,16746.78125,5941.707692,0.75144035
10348,140,3150,37585.3,10654.1,0.000600781,9987,3,3329.0,13956,472,13592.9231,1,15272.53125,7084.97,0.77629155
6817,150,3150,44799.5,13127.4,0.002402402,9990,4,2497.5,13969,439,13681.0667,1,16215.4125,6703.208333,0.70337397
10703,150,3150,49509.875,12305.48,0.00621547,13032,4,3258.0,13979,454,13638.5,1,15655.6625,6535.892308,0.46585044
15585,165,4200,37959.61667,12518.6,0.003913444,13032,5,2606.4,13988,460,13672.5385,1,16147.74667,8286.522222,0.7003498
20710,140,3150,41103.07143,10387.75714,0.002306273,13008,3,4336.0,13966,437,13639.8333,1,16228.67333,5498.285714,0.8737078
11260,150,3150,45651.16667,10996.55714,0.001196888,10026,2,5013.0,13963,446,13654.2308,1,17371.7375,5695.846154,0.54769707
30996,145,3150,60598.8,13203.47143,0.006748313,12003,8,1500.375,13953,427,13648.0,1,18975.10769,6688.411111,0.9242435
23886,160,3150,40788.6,11941.5,0.013376384,13008,6,2168.0,13966,434,13622.6364,1,18047.90667,6271.390909,0.61369365
23975,170,3150,64394.03333,13051.27143,0.001250313,11997,2,5998.5,13949,424,13655.4615,1,17307.88,6592.233333,0.5453347
31850,145,3150,35456.825,12092.42,0.001990545,12057,3,4019.0,13978,448,13642.0,1,16460.9125,6459.058333,0.78533036
4498,150,3150,38264.7,10806.3,0.003592814,10020,4,2505.0,13960,443,13629.0,1,16700.42353,7031.71,0.76439637
13529,165,4200,42014.24,12625.12,0.00599631,13008,2,6504.0,13979,449,13617.3333,1,15445.7125,8582.477778,0.73402655
32342,160,3150,40435.88333,12198.94,0.00498132,12045,6,2007.5,13976,452,13663.0769,1,16305.92667,8582.466667,0.7131732
18358,150,3150,36325.54,10654.1,0.001613275,13017,2,6508.5,13949,438,13620.5,1,15803.84375,8017.22,0.683714
3564,150,3150,73970.36667,12305.5,0.0074985,10002,4,2500.5,13982,446,13674.7692,1,16031.5625,7312.590909,0.56174797
27486,170,3150,50138.43333,12092.42,0.000249813,12009,8,1501.125,13977,444,13644.0,1,19343.34667,7132.333333,0.6252372
14869,150,3150,30891.86,9056.0,0.005314233,12984,2,6492.0,13956,425,13637.25,1,14824.3125,5959.64375,0.5565659
16249,165,4200,48534.26,12052.45,0.00945572,13008,5,2601.6,13981,454,13640.5,1,15769.40556,8612.066667,0.71845025
14156,145,2650,37038.1,9366.75,0.003452244,13035,3,4345.0,13991,450,13671.2857,1,17442.1,8523.288889,0.8648779
11722,150,3150,39674.45714,9089.2875,0.00210084,9996,2,4998.0,13985,467,13634.75,1,15889.74,5759.875,0.692242
32747,170,3150,38348.14,10654.08571,0.00325,12000,3,4000.0,13960,446,13616.9231,1,16637.34,7324.7,0.74305475
29380,140,2650,32954.1,10692.15714,0.002529899,13044,4,3261.0,13975,446,13640.5,1,19348.32308,7031.71,0.83991313
15270,150,3150,40018.0,9355.6375,0.004390018,12984,5,2596.8,13959,438,13630.5,1,16814.49333,8345.733333,0.5816753
4562,150,3150,34245.375,9122.575,0.003298351,10005,2,5002.5,13940,428,13619.0,1,15011.47778,5699.953333,0.5559604
27448,160,3150,41725.98,12571.86,0.002532811,13029,2,6514.5,13962,443,13664.0,1,16221.15333,8967.2,0.33941463
37135,195,3150,33805.42,10616.04286,0.005006258,11985,3,3995.0,13981,442,13649.5,1,15915.4375,7377.97,0.5827462
32684,150,3150,34729.375,12092.42,0.002238249,12063,5,2412.6,13993,472,13639.0,1,16536.8375,6997.809091,0.80240697
39734,140,2650,36245.5,11098.03333,0.004488778,12030,6,2005.0,13974,453,13660.3846,1,19450.52308,7271.42,0.72386205
30462,170,3150,42164.66667,12358.76,0.001499625,12003,6,2000.5,13967,446,13623.9231,1,18610.13846,7578.936364,0.78254175
24342,140,3150,37126.33333,10321.175,0.00577634,12984,3,4328.0,13964,434,13638.5,1,16298.3875,6092.81875,0.8841273
23769,160,3150,24941.3,10831.66667,0.005536332,13005,2,6502.5,13975,453,13605.6364,1,17969.34615,6107.085714,0.6763627
30665,170,3150,32525.7875,10463.85714,0.004854369,12978,5,2595.6,13927,417,13614.25,1,15711.45556,5736.830769,0.5142675
15235,165,4200,31666.28,12944.72,0.002985075,13065,5,2613.0,13982,455,13667.0,1,17701.26,6278.314286,0.6867232
30718,145,3150,50857.55,12039.12,0.125781445,11997,2,5998.5,13975,451,13652.8571,1,17737.09375,6436.85,0.3220942
24590,170,3150,43693.66667,12145.68,0.001501126,11991,8,1498.875,13996,464,13648.0,1,17446.26429,6681.016667,0.685194
4166,150,3150,37321.63333,9488.8125,0.021046302,9978,5,1995.6,13968,442,13636.5,1,16048.8,7377.97,0.43443018
1586,150,3150,33768.5875,10463.85714,0.002692193,10029,5,2005.8,13962,428,13641.0,1,15576.52222,6303.68,0.7521541
16996,150,3150,30223.53333,12358.76,0.004609357,13017,6,2169.5,13985,452,13611.9167,1,17353.44118,7094.663636,0.5252068
31239,160,3150,32192.43333,12092.42,0.006456076,13011,2,6505.5,13964,434,13638.5,1,17302.22308,6494.907692,0.8163278
13133,150,3150,51364.4,10578.0,0.000922297,13011,2,6505.5,13959,438,13632.1667,1,15239.17778,5716.338462,0.70917004
450,150,3150,55787.2,11985.86,0.008995502,10005,8,1250.625,13991,456,13702.6364,1,17204.07333,6259.28,0.5239628
18713,150,3150,66842.03333,11253.4,0.008319852,12981,8,1622.625,13970,442,13638.3846,1,18522.33333,7312.590909,0.47287256
10201,150,3150,45641.93333,10210.18333,0.006586826,10020,3,3340.0,13947,421,13602.5455,1,19121.06154,7748.436364,0.6222679
15486,150,3150,30799.45,10768.27143,0.002308403,12996,2,6498.0,13927,401,13618.5385,1,15563.93889,7084.98,0.51970696
6420,150,3150,36592.55,11879.34,0.00809838,10002,7,1428.857143,13978,449,13652.5455,1,18903.53846,6681.008333,0.4267494
40560,140,2650,21860.63333,12412.04,0.001495886,12033,2,6016.5,13979,451,13576.6364,1,16480.1,8227.333333,0.91090125
14847,150,3150,37755.26667,10730.2,0.00184587,13002,6,2167.0,13917,397,13621.4167,1,16996.25294,7813.011111,0.6724266
40873,160,3150,34372.76,10609.73333,0.002741091,12039,3,4013.0,13983,456,13669.1538,1,17431.86667,6310.5,0.8380126
28796,170,3150,39912.86667,10844.35714,0.000921234,13026,4,3256.5,13972,440,13668.9231,1,16891.62667,8138.555556,0.64695174
19007,150,3150,39364.94,10501.9,0.003002309,12990,3,4330.0,13969,448,13635.0,1,15359.125,5498.278571,0.91368455
11228,150,3150,38609.07143,9122.6,0.000900901,9990,4,2497.5,13965,484,13629.9231,1,15135.0125,5900.738462,0.8018226
28642,170,3150,40227.34286,10463.85714,0.002075167,13011,2,6505.5,13933,404,13630.0,1,15839.5125,7324.71,0.4340825
37591,140,3150,65532.7,12252.22,0.000898327,12009,2,6004.5,13972,448,13675.9333,1,18127.2125,6954.755556,0.7732438
8645,165,4200,40488.56,12252.22,0.015015015,9990,4,2497.5,13967,435,13666.6154,1,15775.73333,8848.822222,0.42539266
38015,140,2650,42730.14,11772.8,0.00248942,12051,2,6025.5,13930,401,13629.25,1,16392.18125,6738.72,0.8718122
9285,150,3150,33084.7,12305.5,0.00029994,10002,6,1667.0,13965,440,13653.8571,1,17561.34286,7651.590909,0.63796663
29782,170,3150,50915.6,9899.45,0.002483238,12081,7,1725.857143,13974,443,13641.75,1,17689.88,7433.654545,0.72299665
22853,170,3150,46780.7,12305.5,0.002503129,11985,6,1997.5,13977,446,13642.5,1,17631.92857,6688.411111,0.7380797
36774,195,3150,30334.6,10501.9,0.0004995,12012,6,2002.0,13988,464,13640.0,1,15711.45556,7960.988889,0.81703645
3989,150,3150,30603.64,10578.0,0.00270108,9996,7,1428.0,13994,454,13693.5333,1,16718.33333,7564.42,0.6801509
37567,140,3150,69789.76667,12625.12,0.000249875,12006,2,6003.0,13955,432,13655.9231,1,16262.89375,6392.466667,0.76391023
12022,150,3150,38984.13333,10768.27143,0.0003003,9990,2,4995.0,13965,480,13632.6923,1,15982.1,5384.128571,0.6138223
26923,170,3150,53787.36667,9222.4625,0.004383941,13002,3,4334.0,13952,436,13625.0,1,15348.45625,7164.89,0.46237317
24350,170,3150,57708.6,13393.72857,0.00075,12000,2,6000.0,13957,432,13633.0,1,18227.73846,7094.663636,0.567344
28969,170,3150,49252.7,11719.52,0.010497376,12003,4,3000.75,13968,438,13664.7692,1,19010.10769,7651.590909,0.5628239
19385,150,3150,36706.66667,9755.1625,0.003694297,12993,4,3248.25,13946,434,13622.3333,1,15560.72222,5859.753846,0.8678884
22107,140,3150,30280.34,9855.05,0.003463403,12993,2,6496.5,13952,437,13615.8462,1,15490.02778,5669.514286,0.9105637
39272,170,3150,52002.23333,9222.4625,0.001997004,12018,5,2403.6,13994,447,13658.75,1,15962.51176,5788.726667,0.7393533
3772,150,3150,35585.28,10654.08571,0.003591739,10023,2,5011.5,13952,431,13646.5,1,16718.33333,8256.933333,0.4938746
27556,160,3150,33320.76,15914.575,0.002071823,13032,2,6516.0,13965,448,13656.4615,1,16649.46875,6535.884615,0.4297222
38658,140,3150,38229.47143,10343.36667,0.000248201,12087,6,2014.5,13957,428,13636.0,1,17982.59375,6806.8,0.7477244
21064,175,3150,45528.42,10343.36667,0.001750875,11994,8,1499.25,13979,453,13639.25,1,17708.84,6570.044444,0.74033445
14880,150,3150,55456.63333,11932.6,0.007154396,12999,8,1624.875,13979,454,13664.6923,1,17359.49286,6895.577778,0.5013182
19872,180,3150,60674.96667,13013.22857,0.007251813,11997,4,2999.25,13961,432,13637.0,1,16616.325,7239.954545,0.53307325
5552,150,3150,30290.08333,12145.7,0.002101471,9993,7,1427.571429,13989,453,13649.25,1,16853.76667,7385.236364,0.7386513
6401,150,3150,38788.8,10844.35714,0.007512019,9984,5,1996.8,13966,433,13632.1429,1,15422.58333,5289.007143,0.6819555
26375,185,3150,33095.46667,10565.31667,0.005071462,13014,2,6507.0,13974,459,13658.1,1,16587.88125,6605.553333,0.55310345
6074,150,3150,32302.5,10844.35714,0.00119976,10002,4,2500.5,13989,452,13641.3077,1,16207.00588,5818.776923,0.78249043
2392,150,3150,41223.075,12305.48,0.00179964,10002,3,3334.0,13974,440,13645.6667,1,16128.81875,6747.608333,0.74887204
9474,165,4200,33949.94,12678.38,0.005079175,10041,3,3347.0,13962,430,13666.1538,1,18036.52667,6535.884615,0.73542315
36681,140,3150,25848.23333,11220.1,0.005994006,12012,5,2402.4,13988,459,13660.1429,1,16511.95625,7215.736364,0.7534649
15766,145,2650,34049.46,10520.925,0.002306273,13008,5,2601.6,13977,447,13611.2727,1,17491.12,8316.122222,0.765866
17708,145,2650,35579.2,12556.62857,0.00765631,13137,2,6568.5,13978,445,13654.8182,1,19293.66154,6845.26,0.33687177
37717,140,3150,47270.875,13013.24286,0.010027576,11967,6,1994.5,13989,460,13646.0,1,16450.24375,6703.208333,0.889885
22573,140,2650,39998.74,10387.75714,0.001843743,13017,2,6508.5,13977,446,13652.6364,1,17530.73125,8227.333333,0.4458817
5006,160,2650,48486.08,11293.34,0.005986232,10023,4,2505.75,13986,459,13669.4615,1,23865.62857,8286.533333,0.7116707
22163,170,3150,59346.66667,13165.42857,0.010763454,11985,5,2397.0,13965,435,13650.0,1,19096.64667,6925.163636,0.5085379
12675,165,4200,47076.84,13211.1,0.003227294,13014,2,6507.0,13964,445,13621.6923,1,17593.78667,5536.328571,0.7675014
25417,170,3150,63989.1,12731.64,0.008504252,11994,8,1499.25,13995,467,13646.75,1,17892.38125,7724.236364,0.49780962
3831,150,3150,38698.36667,10692.15714,0.000599161,10014,3,3338.0,13998,461,13652.25,1,15059.0875,6197.133333,0.7850086
6067,150,3150,57152.26667,12937.12857,0.00119976,10002,2,5001.0,13972,441,13668.6923,1,14051.07222,6681.008333,0.5527976
29179,170,3150,31946.2,10654.1,0.000462,12987,3,4329.0,13957,487,13591.75,1,15505.82778,5759.88125,0.5931893
36081,190,3150,39508.23333,10578.02857,0.001998501,12009,2,6004.5,13964,433,13639.25,1,16275.06471,5913.026667,0.8148472
35093,140,2650,35264.43333,14693.78333,0.003973181,12081,2,6040.5,13978,448,13654.3636,1,16721.54375,8234.741667,0.9237487
16945,150,3150,55570.73333,13355.68571,0.00831793,12984,5,2596.8,13979,454,13664.6923,1,16605.65625,6792.0,0.47032598
16573,150,3150,48253.1,12198.98,0.001384722,12999,8,1624.875,13986,459,13641.75,1,16287.73125,6259.28,0.72813374
22099,170,3150,66456.36667,12571.84,0.00075,12000,3,4000.0,13974,446,13630.5714,1,19250.98,6285.92,0.6592202
20970,165,4200,36014.3,15781.4,0.01520387,13023,4,3255.75,13917,389,13647.6923,1,17391.36923,6240.264286,0.8389039
24078,170,3150,44622.73333,12092.42,0.012280702,11970,5,2394.0,13998,470,13645.5,1,18094.04286,7361.018182,0.5020549
33712,140,2650,36621.8,13717.15,0.002491901,12039,7,1719.857143,13967,441,13636.25,1,16549.725,7457.88,0.75574064
8307,150,3150,34579.46,10463.84286,0.00059952,10008,2,5004.0,13989,453,13649.25,1,15284.54444,5926.34375,0.59806085
27642,170,3150,53134.6,13051.27143,0.001750438,11997,7,1713.857143,13953,420,13638.0,1,19258.56,6629.222222,0.5632312
25692,170,3150,34867.0,12412.02,0.000749625,12006,5,2401.2,13975,444,13642.0,1,17474.63571,7036.15,0.808669
32896,150,3150,46856.13333,12252.22,0.000749813,12003,2,6001.5,13967,447,13623.1538,1,18929.79231,7409.445455,0.47737485
20720,175,3150,60232.43333,11419.8625,0.002001001,11994,4,2998.5,13968,438,13639.5,1,15800.40625,7416.892308,0.6908363
14155,145,2650,35574.18333,11612.98,0.0064531,13017,6,2169.5,13991,450,13671.2857,1,18061.2,1678.025,0.830724
26557,160,3150,33204.0,15781.4,0.007395424,12981,6,2163.5,13985,459,13658.8571,1,18290.80667,6295.609091,0.46489313
22799,140,3150,37740.56667,10920.45714,0.003463403,12993,5,2598.6,13980,452,13680.8667,1,14893.01875,6197.133333,0.8283129
7045,150,3150,40751.43333,12252.24,0.01079784,10002,4,2500.5,13976,443,13643.75,1,18614.58462,7288.372727,0.5226957
15807,165,4200,31982.8,10254.58333,0.004373849,13032,3,4344.0,13985,457,13668.6154,1,18044.11333,6904.676923,0.7011038
20486,175,3150,44413.06667,12625.1,0.007996002,12006,2,6003.0,13990,456,13675.8462,1,17013.27692,6703.208333,0.53225857
19921,165,4200,38211.42,10654.1,0.003227294,13014,2,6507.0,13961,438,13671.2667,1,17963.12,6164.164286,0.6170054
18270,165,4200,30388.26667,12518.58,0.009034051,12951,6,2158.5,13964,445,13647.2143,1,16500.08571,7150.553846,0.7840947
26208,170,3150,58479.93333,12465.3,0.00175,12000,6,2000.0,13977,441,13637.7692,1,16118.15625,6703.2,0.6829814
22812,140,2650,46419.32,11319.96667,0.002759255,13047,5,2609.4,13975,452,13636.0,1,15915.4375,7842.6,0.65684897
7801,150,3150,38964.02857,12252.2,0.00059988,10002,3,3334.0,13982,448,13646.0,1,17759.26429,7748.427273,0.7172039
30273,140,2650,31502.03333,12163.43333,0.004607233,13023,6,2170.5,13996,453,13625.9167,1,19498.17692,7191.52,0.78757745
5816,150,3150,65646.8,11519.75,0.00210084,9996,8,1249.5,13966,435,13639.75,1,17817.66429,5992.94,0.5387691
2626,160,2650,39127.94,11080.28,0.001788376,10065,3,3355.0,13957,441,13628.0833,1,17866.45714,8450.645455,0.46391535
20824,175,3150,55570.73333,12625.12,0.00150075,11994,3,3998.0,13954,430,13623.2308,1,17181.32,7312.590909,0.65913206
24624,170,3150,51829.93333,13127.37143,0.0082397,12015,2,6007.5,13989,460,13635.1538,1,18521.13846,7264.163636,0.5732311
37118,140,3150,35488.4,10520.91667,0.003486056,12048,5,2409.6,13987,462,13640.5,1,17127.00667,7143.090909,0.71878946
